Job Applicant Source,Fonte de Candidato a Emprego,
Applicant Email Address,Endereço de e-mail do requerente,
Awaiting Response,A aguardar Resposta,
Job Offer Terms,Termos da Oferta de Emprego,
Select Terms and Conditions,Selecione os Termos e Condições,
Job Offer Term,Prazo de oferta de emprego,
Offer Term,Termo de Oferta,
Value / Description,Valor / Descrição,
Description of a Job Opening,Descrição de uma Vaga de Emprego,
Staffing Plan,Plano de Pessoal,
Planned number of Positions,Número planejado de posições,
"Job profile, qualifications required etc.","Perfil de emprego, qualificações exigidas, etc.",
HR-LAL-.YYYY.-,HR-LAL-.YYYY.-,
New Leaves Allocated,Novas Licenças Atribuídas,
Add unused leaves from previous allocations,Adicionar licenças não utilizadas através de atribuições anteriores,
Unused leaves,Licensas não utilizadas,
Total Leaves Allocated,Licenças Totais Atribuídas,
Total Leaves Encashed,Total de Folhas Encastadas,
Leave Period,Período de licença,
Carry Forwarded Leaves,Transferência Licenças Acumulados,
Apply / Approve Leaves,Aplicar / Aprovar Licenças,
HR-LAP-.YYYY.-,HR-LAP-.YYYY.-,
Leave Balance Before Application,Saldo de Licenças Antes do Pedido,
Total Leave Days,Total de Dias de Licença,
Leave Approver Name,Nome do Aprovador da Licença,
Follow via Email,Seguir através do Email,
Block Holidays on important days.,Bloquear Férias em dias importantes.,
Leave Block List Name,Nome de Lista de Bloqueio de Licenças,
Applies to Company,Aplica-se à Empresa,
"If not checked, the list will have to be added to each Department where it has to be applied.","Se não for selecionada, a lista deverá ser adicionada a cada Departamento onde tem de ser aplicada.",
Block Days,Bloquear Dias,
Stop users from making Leave Applications on following days.,Impeça os utilizadores de efetuar Pedidos de Licença nos dias seguintes.,
Leave Block List Dates,Datas de Lista de Bloqueio de Licenças,
Allow Users,Permitir Utilizadores,
Allow the following users to approve Leave Applications for block days.,Permitir que os seguintes utilizadores aprovem Pedidos de Licenças para dias bloqueados.,
Leave Block List Allowed,Lista de Bloqueio de Licenças Permitida,
Leave Block List Allow,Permissão de Lista de Bloqueio de Licenças,
Allow User,Permitir Utilizador,
Leave Block List Date,Data de Lista de Bloqueio de Licenças,
Block Date,Bloquear Data,
Leave Control Panel,Painel de Controlo de Licenças,
Employment Type (optional),Tipo de emprego (opcional),
Branch (optional),Filial (opcional),
Department (optional),Departamento (opcional),
Designation (optional),Designação (opcional),
Employee Grade (optional),Employee Grade (opcional),
Employee (optional),Empregado (opcional),
Allocate Leaves,Alocar Licenças,
Carry Forward,Continuar,
Please select Carry Forward if you also want to include previous fiscal year's balance leaves to this fiscal year,Por favor selecione Continuar se também deseja incluir o saldo de licenças do ano fiscal anterior neste ano fiscal,
New Leaves Allocated (In Days),Novas Licenças Alocadas (Em Dias),
Leave Balance,Deixar equilíbrio,
Encashable days,Dias encapsulados,
Encashment Amount,Montante da Cobrança,
Leave Ledger Entry,Sair da entrada do razão,
Transaction Name,Nome da transação,
Is Carry Forward,É para Continuar,
Is Expired,Está expirado,
Is Leave Without Pay,É uma Licença Sem Vencimento,
Holiday List for Optional Leave,Lista de férias para licença opcional,
Leave Allocations,Deixar alocações,
Leave Policy Details,Deixar detalhes da política,
Leave Policy Detail,Deixar detalhes da política,
Annual Allocation,Alocação Anual,
Leave Type Name,Nome do Tipo de Baixa,
Applicable After (Working Days),Aplicável após (dias úteis),
Is Optional Leave,É licença opcional,
Allow Negative Balance,Permitir Saldo Negativo,
Include holidays within leaves as leaves,Incluir as férias nas licenças como licenças,
Is Compensatory,É Compensatório,
Maximum Carry Forwarded Leaves,Máximo de licenças transferidas,
Expire Carry Forwarded Leaves (Days),Expirar licenças transferidas (dias),
Calculated in days,Calculado em dias,
Encashment,Recheio,
Allow Encashment,Permitir Encashment,
Encashment Threshold Days,Dias Limite de Acumulação,
Earned Leave,Licença ganhou,
Is Earned Leave,É uma licença ganhada,
Earned Leave Frequency,Freqüência de Licença Ganhada,
Rounding,Arredondamento,
Payroll Employee Detail,Detalhe do empregado da folha de pagamento,
Payroll Frequency,Frequência de Pagamento,
Fortnightly,Quinzenal,
Bimonthly,Quinzenal,
Employees,Funcionários,
Number Of Employees,Número de empregados,
Employee Details,Detalhes do Funcionários,
Validate Attendance,Validar Participação,
Salary Slip Based on Timesheet,Folha de Vencimento Baseada no Registo de Horas,
Deduct Tax For Unclaimed Employee Benefits,Deduzir Imposto Para Benefícios de Empregados Não Reclamados,
Deduct Tax For Unsubmitted Tax Exemption Proof,Imposto de dedução para comprovação de isenção fiscal não enviada,
Select Payment Account to make Bank Entry,Selecione a Conta de Pagamento para efetuar um Registo Bancário,
Salary Slips Created,Slips Salariais Criados,
Salary Slips Submitted,Slips Salariais enviados,
Payroll Periods,Períodos da folha de pagamento,
Payroll Period Date,Data do Período da Folha de Pagamento,
Purpose of Travel,Propósito da viagem,
Retention Bonus,Bônus de retenção,
Bonus Payment Date,Data de Pagamento do Bônus,
Bonus Amount,Valor do Bônus,
Depends on Payment Days,Depende dos dias de pagamento,
Is Tax Applicable,É tributável,
Variable Based On Taxable Salary,Variável Baseada no Salário Tributável,
Exempted from Income Tax,Isento de Imposto de Renda,
Round to the Nearest Integer,Arredondar para o número inteiro mais próximo,
Statistical Component,Componente estatística,
"If selected, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ","Se selecionado, o valor especificado ou calculado neste componente não contribuirá para os ganhos ou deduções. No entanto, seu valor pode ser referenciado por outros componentes que podem ser adicionados ou deduzidos.",
Do Not Include in Total,Não inclua no total,
Flexible Benefits,Benefícios flexíveis,
Is Flexible Benefit,É Benefício Flexível,
Max Benefit Amount (Yearly),Valor máximo de benefício (anual),
Only Tax Impact (Cannot Claim But Part of Taxable Income),"Somente Impacto Fiscal (Não é Possível Reivindicar, mas Parte do Lucro Real)",
Create Separate Payment Entry Against Benefit Claim,Criar entrada de pagamento separado contra sinistro de benefício,
Amount based on formula,Montante baseado na fórmula,
Formula,Fórmula,
Salary Detail,Dados Salariais,
Component,Componente,
Do not include in total,Não inclua no total,
Default Amount,Montante Padrão,
Additional Amount,Quantia adicional,
Tax on flexible benefit,Imposto sobre benefício flexível,
Tax on additional salary,Imposto sobre salário adicional,
Salary Structure,Estrutura Salarial,
Working Days,Dias Úteis,
Salary Slip Timesheet,Folhas de Vencimento de Registo de Horas,
Earnings,Remunerações,
Deductions,Deduções,
Total in words,Total por extenso,
Salary Component for timesheet based payroll.,Componente Salarial para a folha de presença com base no pagamento.,
Leave Encashment Amount Per Day,Deixar montante de cobrança por dia,
Max Benefits (Amount),Benefícios máximos (quantidade),
Salary breakup based on Earning and Deduction.,Separação Salarial com base nas Remunerações e Reduções.,
Total Earning,Ganhos Totais,
Salary Structure Assignment,Atribuição de estrutura salarial,
Shift Assignment,Atribuição de turno,
Shift Type,Tipo de turno,
Shift Request,Pedido de Mudança,
Enable Auto Attendance,Ativar atendimento automático,
Mark attendance based on 'Employee Checkin' for Employees assigned to this shift.,Marcar a participação com base no &quot;Employee Checkin&quot; para os funcionários atribuídos a essa mudança.,
Auto Attendance Settings,Configurações de atendimento automático,
Determine Check-in and Check-out,Determine o check-in e o check-out,
Alternating entries as IN and OUT during the same shift,Entradas alternadas como IN e OUT durante o mesmo turno,
Strictly based on Log Type in Employee Checkin,Estritamente baseado no tipo de registro no check-in de funcionários,
Working Hours Calculation Based On,Cálculo das horas de trabalho com base em,
First Check-in and Last Check-out,Primeiro check-in e último check-out,
Every Valid Check-in and Check-out,Todos os check-in e check-out válidos,
Begin check-in before shift start time (in minutes),Comece o check-in antes do horário de início do turno (em minutos),
The time before the shift start time during which Employee Check-in is considered for attendance.,O horário antes do horário de início do turno durante o qual o Check-in do funcionário é considerado para participação.,
Allow check-out after shift end time (in minutes),Permitir o check-out após o término do turno (em minutos),
Time after the end of shift during which check-out is considered for attendance.,Tempo após o final do turno durante o qual o check-out é considerado para atendimento.,
Working Hours Threshold for Half Day,Limite de horas de trabalho para meio dia,
Working hours below which Half Day is marked. (Zero to disable),Horário de trabalho abaixo do qual meio dia é marcado. (Zero para desabilitar),
Working Hours Threshold for Absent,Limite de Horas de Trabalho por Ausente,
Working hours below which Absent is marked. (Zero to disable),Horário de trabalho abaixo do qual a ausência está marcada. (Zero para desabilitar),
Process Attendance After,Participação no Processo Depois,
Attendance will be marked automatically only after this date.,A participação será marcada automaticamente somente após essa data.,
Last Sync of Checkin,Última sincronização do checkin,
Last Known Successful Sync of Employee Checkin. Reset this only if you are sure that all Logs are synced from all the locations. Please don't modify this if you are unsure.,"Última Sincronização Bem-sucedida Conhecida do Check-in de Funcionário. Redefina isso somente se tiver certeza de que todos os registros são sincronizados de todos os locais. Por favor, não modifique isso se você não tiver certeza.",
Grace Period Settings For Auto Attendance,Configurações do Período de Carência para Atendimento Automático,
Enable Entry Grace Period,Ativar Período de Carência de Entrada,
Late Entry Grace Period,Período de Carência de Entrada Atrasada,
The time after the shift start time when check-in is considered as late (in minutes).,"O horário após o horário de início do turno, quando o check-in é considerado atrasado (em minutos).",
Enable Exit Grace Period,Ativar o Período de Carência de Saída,
Early Exit Grace Period,Período de Carência da Saída Antecipada,
The time before the shift end time when check-out is considered as early (in minutes).,"O tempo antes do horário de término do turno, quando o check-out é considerado antecipado (em minutos).",
Skill Name,Nome da habilidade,
Staffing Plan Detail,Detalhe do plano de pessoal,
Total Estimated Budget,Orçamento total estimado,
Vacancies,Vagas,
Estimated Cost Per Position,Custo estimado por posição,
Total Estimated Cost,Custo total estimado,
Current Count,Contagem atual,
Current Openings,Aberturas Atuais,
Number Of Positions,Número de posições,
Taxable Salary Slab,Laje de salário tributável,
From Amount,De Montante,
To Amount,A quantidade,
Percent Deduction,Dedução Percentual,
Training Program,Programa de treinamento,
Event Status,Estado de Evento,
Has Certificate,Tem certificado,
Seminar,Seminário,
Theory,Teoria,
Workshop,Workshop,
Conference,Conferência,
Exam,Exame,
Internet,Internet,
Self-Study,Auto estudo,
Advance,Avançar,
Trainer Name,Nome do Formador,
Trainer Email,Email do Formador,
Attendees,Participantes,
Employee Emails,E-mails do empregado,
Training Event Employee,Evento de Formação de Funcionário,
Invited,Convidado,
Feedback Submitted,Comentários enviados,
Training Result Employee,Resultado de Formação de Funcionário,
Travel Itinerary,Itinerário de viagem,
Travel From,Viajar de,
Travel To,Viajar para,
Mode of Travel,Modo de viagem,
Flight,Voar,
Train,Trem,
Taxi,Táxi,
Rented Car,Carro alugado,
Meal Preference,refeição preferida,
Vegetarian,Vegetariano,
Non-Vegetarian,Não Vegetariana,
Gluten Free,Livre de glúten,
Non Diary,Não diário,
Travel Advance Required,Avanço de Viagem Necessário,
Departure Datetime,Data de saída,
Arrival Datetime,Data de chegada,
Lodging Required,Alojamento requerido,
Preferred Area for Lodging,Área Preferida de Alojamento,
Check-in Date,Data de Check-in,
Check-out Date,Data de Check-out,
Travel Request,Pedido de viagem,
Travel Type,Tipo de viagem,
Domestic,Doméstico,
International,Internacional,
Travel Funding,Financiamento de viagens,
Require Full Funding,Exigir financiamento total,
Fully Sponsored,Totalmente Patrocinado,
"Partially Sponsored, Require Partial Funding","Parcialmente patrocinado, requer financiamento parcial",
Copy of Invitation/Announcement,Cópia do convite / anúncio,
"Details of Sponsor (Name, Location)","Detalhes do Patrocinador (Nome, Localização)",
Identification Document Number,Número do Documento de Identificação,
Any other details,Qualquer outro detalhe,
Costing Details,Detalhes do custo,
Event Details,detalhes do evento,
Name of Organizer,Nome do organizador,
Address of Organizer,Endereço do organizador,
Travel Request Costing,Custeio de Solicitação de Viagem,
Expense Type,Tipo de despesa,
Sponsored Amount,Quantia Patrocinada,
Funded Amount,Valor Financiado,
Upload Attendance,Carregar Assiduidade,
Attendance From Date,Assiduidade a Partir De,
Attendance To Date,Assiduidade Até À Data,
Get Template,Obter Modelo,
Import Attendance,Importar Assiduidade,
Upload HTML,Carregar HTML,
HR-VLOG-.YYYY.-,HR-VLOG-.YYYY.-,
Odometer Reading,Leitura do Conta-quilómetros,
Current Odometer value ,Valor atual do odômetro,
Refuelling Details,Dados de Reabastecimento,
Invoice Ref,Ref. de Fatura,
Service Details,Detalhes do serviço,
Vehicle Service,Serviço de Veículo,
Service Item,Item de Serviço,
Brake Oil,Óleo dos Travões,
Brake Pad,Pastilha de Travão,
Clutch Plate,Embraiagem,
Engine Oil,Óleo de Motor,
Oil Change,Mudança de Óleo,
Inspection,Inspeção,
Mileage,Quilometragem,
Salary Slip Loan,Empréstimo Salarial,
Loan Repayment Entry,Entrada de reembolso de empréstimo,
May,Maio,
June,Junho,
July,Julho,
Bank Remittance,Remessa Bancária,
Daily Work Summary Replies,Respostas de resumo do trabalho diário,
Employee Advance Summary,Resumo de Empregado,
Employees working on a holiday,Os funcionários que trabalham num feriado,
Monthly Attendance Sheet,Folha de Assiduidade Mensal,
Salary Register,Registo de salários,
Unpaid Expense Claim,Reivindicação de despesas não pagas,
Payment Account is mandatory,A conta de pagamento é obrigatória,
"If checked, the full amount will be deducted from taxable income before calculating income tax without any declaration or proof submission.","Se marcada, o valor total será deduzido do lucro tributável antes do cálculo do imposto de renda, sem qualquer declaração ou apresentação de comprovante.",
In Time,Hora de Entrada,
Out Time,Hora de Saída,
Is Recurring,É recorrente,
HRA Exemption,Isenção HRA,
Monthly House Rent,Aluguel mensal de casa,
Rented in Metro City,Alugado em Metro City,
HRA as per Salary Structure,HRA de acordo com a estrutura salarial,
Annual HRA Exemption,Isenção Anual HRA,
Monthly HRA Exemption,Isenção HRA Mensal,
House Rent Payment Amount,Valor do pagamento do aluguel da casa,
Rented From Date,Alugado a partir da data,
Rented To Date,Alugado até a data,
Monthly Eligible Amount,Quantia elegível mensal,
Total Eligible HRA Exemption,Isenção de HRA elegível total,
Validating Employee Attendance...,Validando a participação do funcionário ...,
Submitting Salary Slips and creating Journal Entry...,Enviando comprovantes de salário e criando lançamentos contábeis ...,
Calculate Payroll Working Days Based On,Calcular os dias úteis da folha de pagamento com base em,
Consider Unmarked Attendance As,Considerar presença não marcada como,
Fraction of Daily Salary for Half Day,Fração do salário diário por meio dia,
Component Type,Tipo de Componente,
Provident Fund,fundo de previdência,
Additional Provident Fund,Fundo de Previdência Adicional,
Provident Fund Loan,Empréstimo de fundo de previdência,
Professional Tax,Imposto Profissional,
Is Income Tax Component,É componente de imposto de renda,
Component properties and references ,Propriedades e referências do componente,
Additional Salary ,Salário Adicional,
Unmarked days,Dias não marcados,
Absent Days,Dias ausentes,
Conditions and Formula variable and example,Condições e variável de fórmula e exemplo,
Income Tax Deductions,Deduções de imposto de renda,
Income Tax Component,Componente de imposto de renda,
Income Tax Amount,Valor do imposto de renda,
Unmarked Days,Dias não marcados,
Jan,Jan,
Feb,Fev,
Mar,Mar,
Apr,Abr,
Aug,Agosto,
Sep,Set,
Oct,Out,
Nov,Nov,
Dec,Dez,
Summarized View,Visão Resumida,
Professional Tax Deductions,Deduções fiscais profissionais,
Provident Fund Deductions,Deduções do fundo de previdência,
Recruitment Analytics,Análise de recrutamento,
Applicant name,Nome do candidato,
Job Offer status,Status da oferta de emprego,
On Date,Na data,
Salary Payments Based On Payment Mode,Pagamentos de salários com base no modo de pagamento,
Salary Payments via ECS,Pagamentos de salários via ECS,
Account No,Não da conta,
IFSC,IFSC,
MICR,MICR,
PF Account,Conta PF,
PF Amount,Quantidade PF,
Additional PF,PF adicional,
PF Loan,Empréstimo PF,
Duplicate Entry,Entrada duplicada,
Please select Employee first.,Selecione Funcionário primeiro.,
To Date should be greater than From Date,Até a data deve ser maior que a data inicial,
Job Offer: {0} is already for Job Applicant: {1},Oferta de emprego: {0} já é para Candidato a emprego: {1},
Only Shift Request with status 'Approved' and 'Rejected' can be submitted,Somente a solicitação de turno com o status &#39;Aprovado&#39; e &#39;Rejeitado&#39; pode ser enviada,
Shift Assignment: {0} created for Employee: {1},Atribuição de turno: {0} criado para funcionário: {1},
You can not request for your Default Shift: {0},Você não pode solicitar seu turno padrão: {0},
Only Approvers can Approve this Request.,Somente os aprovadores podem aprovar esta solicitação.,
Please set Payroll based on in Payroll settings,Defina a folha de pagamento com base nas configurações da folha de pagamento,
Additional Salary: {0} already exist for Salary Component: {1} for period {2} and {3},Salário adicional: {0} já existe para o componente salarial: {1} para o período {2} e {3},
Payroll date can not be less than employee's joining date.,A data da folha de pagamento não pode ser inferior à data de entrada do funcionário.,
From date can not be less than employee's joining date.,A data inicial não pode ser inferior à data de entrada do funcionário.,
To date can not be greater than employee's relieving date.,Até o momento não pode ser posterior à data de dispensa do funcionário.,
Payroll date can not be greater than employee's relieving date.,A data da folha de pagamento não pode ser posterior à data de dispensa do funcionário.,
Condition and formula,Condição e fórmula,
Available Leaves,Licenças Disponíveis,
IFSC Code,Código IFSC,
Others,Outros,
Total Allocated Leaves,Total de Licenças Alocadas,
Used Leaves,Licenças Usadas,
PAN Number,Número PAN,
Expired Leaves,Licenças Vencidas,
Unlink Payment on Cancellation of Employee Advance,Desvincular Pagamento no Cancelamento de Adiantamento de Funcionário
"""From Date"" can not be greater than or equal to ""To Date""","""Data Inicial"" não pode ser maior ou igual a ""Data Até"""
$dayjs,$ Dayjs
$employee,$funcionário
$translate,$traduzir
% Utilization (B + NB) / T,% Utilização (B + NB) / T
% Utilization (B / T),% de utilização (B/T)
...Fetching Employees,...Buscando funcionários
<b>Base</b> amount has not been set for the following employee(s): {0},O valor <b>base</b> não foi definido para os seguintes funcionários: {0}
<b>Total Leaves Allocated</b> are more than the number of days in the allocation period,<b>O total de licenças alocadas</b> é maior que o número de dias no período de alocação
"<h3>Help</h3>||||||<p>Notes:</p>||||||<ol>|||<li>Use field <code>base</code> for using base salary of the Employee</li>|||<li>Use Salary Component abbreviations in conditions and formulas. <code>BS = Basic Salary</code></li>|||<li>Use field name for employee details in conditions and formulas. <code>Employment Type = employment_type</code><code>Branch = branch</code></li>|||<li>Use field name from Salary Slip in conditions and formulas. <code>Payment Days = payment_days</code><code>Leave without pay = leave_without_pay</code></li>|||<li>Direct Amount can also be entered based on Condition. See example 3</li></ol>||||||<h4>Examples</h4>|||<ol>|||<li>Calculating Basic Salary based on <code>base</code>|||<pre><code>Condition: base &lt; 10000</code></pre>|||<pre><code>Formula: base * .2</code></pre></li>|||<li>Calculating HRA based on Basic Salary<code>BS</code> |||<pre><code>Condition: BS &gt; 2000</code></pre>|||<pre><code>Formula: BS * .1</code></pre></li>|||<li>Calculating TDS based on Employment Type<code>employment_type</code> |||<pre><code>Condition: employment_type==""Intern""</code></pre>|||<pre><code>Amount: 1000</code></pre></li>|||</ol>","<h3>Ajuda</h3>||||||<p>Notas:</p>||||||<ol>|||<li>Use o campo <code>base</code> para usar o salário base do Funcionário</li>|||<li>Use abreviações do Componente Salarial em condições e fórmulas. <code>BS = Salário Básico</code></li>|||<li>Use o nome do campo para detalhes do funcionário em condições e fórmulas. <code>Tipo de emprego = Employment_type</code><code>Filial = filial</code></li>|||<li>Use o nome do campo do comprovante de salário em condições e fórmulas. <code>Dias de pagamento = payment_days</code><code>Lança sem pagamento = sair_sem_pagamento</code></li>|||<li>O valor direto também pode ser inserido com base na condição. Veja o exemplo 3</li></ol>||||||<h4>Exemplos</h4>|||<ol>|||<li>Cálculo do Salário Básico com base em <code>base</code>|||<pre><code>Condição: base &lt; 10000</code></pre>|||<pre><code>Fórmula: base * .2</code></pre></li>|||<li>Cálculo do HRA com base no Salário Básico<code>BS</code> |||<pre><code>Condição: BS &gt; 2000</code></pre>|||<pre><code>Fórmula: BS * .1</code></pre></li>|||<li>Cálculo de TDS com base no tipo de emprego<code>employment_type</code> |||<pre><code>Condição: Employment_type==""Estagiário""</code></pre>|||<pre><code>Valor: 1000</code></pre></li>|||</ol>"
"<h4>Condition Examples</h4>|||<ol>|||<li>Applying tax if employee born between 31-12-1937 and 01-01-1958 (Employees aged 60 to 80)<br>|||<code>Condition: date_of_birth&gt;date(1937, 12, 31) and date_of_birth&lt;date(1958, 01, 01)</code></li><br><li>Applying tax by employee gender<br>|||<code>Condition: gender==""Male""</code></li><br>|||<li>Applying tax by Salary Component<br>|||<code>Condition: base &gt; 10000</code></li></ol>","<h4>Exemplos de condições</h4>|||<ol>|||<li>Aplicação de imposto se funcionário nascido entre 31-12-1937 e 01-01-1958 (Funcionários com idade entre 60 e 80 anos)<br>|||<code>Condição: data_de_nascimento&gt;data(1937, 12, 31) e data_de_nascimento&lt;data(1958, 01, 01)</code></li><br><li>Aplicação de impostos por gênero do funcionário<br>|||<code>Condição: gênero==""Masculino""</code></li><br>|||<li>Aplicação de impostos por componente salarial<br>|||<code>Condição: base &gt; 10.000</code></li></ol>"
<h5>Employees on Half Day</h5>,<h5>Funcionários em meio dia</h5>
<h5>Unmarked Employees</h5>,<h5>Funcionários não marcados</h5>
<hr>,<h>
<table class='table table-bordered'><tr><th>{0}</th><th>{1}</th></tr>,<table class='table table-bordered'><tr><th>{0}</th><th>{1}</th></tr>
A Job Requisition for {0} requested by {1} already exists: {2},Já existe uma requisição de trabalho para {0} solicitada por {1}: {2}
A friendly reminder of an important date for our team.,Um lembrete amigável de uma data importante para nossa equipe.
Absent Records,Registros de ausência
"Account type cannot be set for payroll payable account {0}, please remove and try again",O tipo de conta não pode ser definido para a conta de folha de pagamento a pagar {0}. Remova e tente novamente
Account {0} does not match with Company {1},A conta {0} não corresponde à empresa {1}
Accounting & Payment,Contabilidade e Pagamento
Accounts not set for Salary Component {0},Contas não definidas para componente salarial {0}
Action on Submission,Ação no envio
Actual Encashable Days,Dias reais que podem ser resgatados
Actual balances aren't available because the leave application spans over different leave allocations. You can still apply for leaves which would be compensated during the next allocation.,Os saldos reais não estão disponíveis porque o pedido de licença abrange diferentes alocações de licença. Você ainda pode solicitar licenças que seriam compensadas na próxima alocação.
Add Day-wise Dates,Adicionar datas diárias
Add Employee Property,Adicionar propriedade do funcionário
Add Feedback,Adicionar comentários
Add unused leaves from previous leave period's allocation to this allocation,Adicione licenças não utilizadas da alocação do período de licença anterior a esta alocação
Added tax components from the Salary Component master as the salary structure didn't have any tax component.,"Adicionados componentes fiscais do mestre Componente Salarial, pois a estrutura salarial não tinha nenhum componente tributário."
Additional Information ,Informações adicionais
Additional Salary for referral bonus can only be created against Employee Referral with status {0},O salário adicional para bônus por indicação só pode ser criado em relação à indicação de funcionário com status {0}
Additional Salary for this salary component with {0} enabled already exists for this date,O salário adicional para este componente salarial com {0} ativado já existe para esta data
"Advance Account is mandatory. Please set the <a href=""/app/company/{0}#default_employee_advance_account"" target=""_blank"">Default Employee Advance Account</a> in the Company record {0} and submit this document.","Conta Antecipada é obrigatória. Defina a <a href=""/app/company/{0}#default_employee_advance_account"" target=""_blank"">Conta de adiantamento de funcionário padrão</a> no registro da empresa {0} e envie este documento."
Advanced Filters,Filtros Avançados
All Goals,Todos os objetivos
All allocated assets should be returned before submission,Todos os ativos alocados devem ser devolvidos antes do envio
All the mandatory tasks for employee creation are not completed yet.,Todas as tarefas obrigatórias para criação de funcionários ainda não foram concluídas.
Allocate Based On Leave Policy,Alocar com base na política de licença
Allocate Leave,Alocar licença
Allocate leaves to {0} employee(s)?,Alocar licenças para {0} funcionário(s)?
Allocate on Day,Alocar no dia
Allocated {0} leave(s) via scheduler on {1} based on the 'Allocate on Day' option set to {2},{0} licença(s) alocadas por meio do agendador em {1} com base na opção 'Alocar no dia' definida como {2}
Allocating Leave,Alocando licença
Allow Employee Checkin from Mobile App,Permitir check-in de funcionários no aplicativo móvel
Allow Geolocation Tracking,Permitir rastreamento de geolocalização
Allow Leave Application After (Working Days),Permitir solicitação de licença após (dias úteis)
Allow Multiple Shift Assignments for Same Date,Permitir atribuições de vários turnos para a mesma data
Allow Over Allocation,Permitir superalocação
Allows allocating more leaves than the number of days in the allocation period.,Permite alocar mais licenças que o número de dias do período de alocação.
Amount Based on Formula,Valor baseado na fórmula
Amount claimed via Expense Claim,Valor reivindicado por meio de relatório de despesas
Amount of expense,Valor da despesa
Amount paid against this encashment,Valor pago contra esta cobrança
Amount scheduled for deduction via salary,Valor previsto para desconto via salário
Amount should not be less than zero,O valor não deve ser inferior a zero
Amount that has been paid against this advance,Valor que foi pago contra este adiantamento
"An amount of {0} already claimed for the component {1}, set the amount equal or greater than {2}","Um valor de {0} já reivindicado para o componente {1}, defina o valor igual ou superior a {2}"
An attendance record is linked to this checkin. Please cancel the attendance before modifying time.,Um registro de presença está vinculado a este check-in. Por favor cancele a participação antes de modificar o horário.
Annual Allocation Exceeded,Alocação anual excedida
Annual Taxable Amount,Valor tributável anual
"Any other remarks, noteworthy effort that should go in the records","Quaisquer outras observações, esforço digno de nota que deve ficar nos registros"
Applicable Earnings Component,Componente de ganhos aplicável
Applicant Name,Nome do requerente
Applicant Rating,Avaliação do Candidato
Applications Received,Inscrições recebidas
Applications received:,Inscrições recebidas:
Apply,Aplicar
Apply Filters,Aplicar filtros
Appraisal Cycle,Ciclo de Avaliação
Appraisal KRA,Avaliação KRA
Appraisal Linking,Vinculação de avaliação
Appraisal Overview,Visão geral da avaliação
Appraisal Template,Modelo de avaliação
Appraisal Template Missing,Modelo de avaliação ausente
Appraisal Template not found for some designations.,Modelo de avaliação não encontrado para algumas designações.
Appraisal creation is queued. It may take a few minutes.,A criação da avaliação está na fila. Pode demorar alguns minutos.
Appraisal {0} already exists for Employee {1} for this Appraisal Cycle or overlapping period,A Avaliação {0} já existe para o Funcionário {1} para este Ciclo de Avaliação ou período sobreposto
Appraisal {0} does not belong to Employee {1},A avaliação {0} não pertence ao funcionário {1}
Appraisee,Avaliado
Appraisees: {0},Avaliados: {0}
Approval,Aprovação
Approve,Aprovar
Approved,Aprovado
Approvers,Aprovadores
Archive,Arquivo
Archived,Arquivado
Are you sure you want to delete the attachment,Tem certeza de que deseja excluir o anexo
Are you sure you want to email the selected salary slips?,Tem certeza de que deseja enviar por e-mail os comprovantes de salário selecionados?
Are you sure you want to proceed?,Tem certeza de que deseja prosseguir?
Are you sure you want to reject the Employee Referral?,Tem certeza de que deseja rejeitar a indicação do funcionário?
Asset Recovery Cost for {0}: {1},Custo de recuperação de ativos para {0}: {1}
Assets Allocated,Ativos Alocados
Assign Salary Structure to {0} employee(s)?,Atribuir estrutura salarial a {0} funcionário(s)?
Assign Shift,Atribuir turno
Assign Shift Schedule,Atribuir agendamento de turnos
Assign Structure,Atribuir Estrutura
Assigning Salary Structure,Atribuição de estrutura salarial
Assigning Structure...,Atribuindo Estrutura...
Assigning...,Atribuindo...
Assignment based on,Atribuição baseada em
Associate Job Opening,Vaga de emprego para associados
Associated Document,Documento Associado
Associated Document Type,Tipo de documento associado
At least one interview has to be selected.,Pelo menos uma entrevista deve ser selecionada.
Attach Proof,Anexar prova
Attendance ID,ID de presença
Attendance Settings,Configurações de presença
Attendance Updated,Presença atualizada
Attendance Warnings,Avisos de presença
Attendance date {0} can not be less than employee {1}'s joining date: {2},A data de participação {0} não pode ser inferior à data de ingresso do funcionário {1}: {2}
Attendance for all the employees under this criteria has been marked already.,Já foi assinalada a assiduidade de todos os colaboradores abrangidos por este critério.
Attendance for employee {0} is already marked for an overlapping shift {1}: {2},A presença do funcionário {0} já está marcada para um turno sobreposto {1}: {2}
Attendance for employee {0} is already marked for the date {1}: {2},A presença do funcionário {0} já está marcada para a data {1}: {2}
Attendance for employee {0} is already marked for the following dates: {1},O comparecimento do funcionário {0} já está marcado para as seguintes datas: {1}
Attendance for the following dates will be skipped/overwritten on submission,A participação nas seguintes datas será ignorada/substituída no envio
Attendance from {0} to {1} has already been marked for the Employee {2},Presença de {0} a {1} já foi marcada para o Funcionário {2}
Attendance has been marked for all the employees between the selected payroll dates.,A presença foi marcada para todos os funcionários entre as datas selecionadas da folha de pagamento.
